p,h_avg,h_max,n_avg,n_max,t_avg,t_max,singleton_ratio,nonsingletonClasses
4673,41.70554247806548,239,43.19944361224053,213,2.256637168141593,6,0.618018403595121,791
4703,42.72124176057835,221,43.62428237295343,278,2.2375478927203063,5,0.6274718264937275,783
4691,42.250266467704115,263,43.08804092943935,238,2.2146464646464645,6,0.6260925175868685,792
4721,42.798771446727386,227,43.189790298665535,240,2.2450248756218905,5,0.6176657487820377,804
4723,43.49925894558543,227,42.70506034300233,222,2.2400513478819,5,0.630531441880161,779
4729,43.104461831253964,256,43.3518714315923,271,2.194884287454324,5,0.6189469232395856,821
4733,42.86921614198183,293,43.422353686879354,262,2.23943661971831,5,0.6304669342911473,781
4751,42.684066512313194,227,43.60239949484319,331,2.2395061728395063,5,0.6181856451273416,810
4759,42.84324437907124,246,42.81151502416474,255,2.266832917705736,6,0.6179869720529523,802
4789,43.263938191689284,241,43.417623721027354,251,2.256050955414013,6,0.6301941950302777,785
4787,42.55107583037393,261,44.090035512847294,225,2.2681704260651627,6,0.6218926258617088,798
4783,42.587079238971356,249,44.1099728204056,250,2.2033678756476682,5,0.6443654610077357,772
4799,44.90143779954157,235,43.209001875390705,221,2.264126149802891,5,0.6409668680975203,761
4793,42.546839140413105,237,44.301898602128105,278,2.223337515683814,5,0.6302941790110578,797
4831,44.725315669633616,203,43.444421444835434,218,2.2363636363636363,6,0.6435520596149865,770
4813,43.00353210056098,230,43.299605235819655,238,2.22544080604534,6,0.6328693122792437,794
4801,42.83878358675276,281,43.417413038950215,222,2.234567901234568,5,0.6229952093313893,810
4817,42.86755241851775,249,43.89537056259083,224,2.2580645161290325,6,0.6367033423292505,775
4871,43.78361732703757,271,43.811537671935945,245,2.2404438964241677,5,0.6269759802915212,811
4861,43.649249125694304,231,43.37790578070356,221,2.217772215269086,5,0.6354659535075088,799
4889,43.94722847208018,228,43.30312947433013,231,2.253910950661853,6,0.616895070566578,831
4877,43.37441049825713,222,43.56674184949764,237,2.2788461538461537,6,0.6112364158294034,832
4937,44.96131253797853,278,43.804739720478025,213,2.2468827930174564,5,0.6350010127607859,802
4909,43.926665308616826,224,44.001018537380325,249,2.2487804878048783,6,0.6243634141372988,820
4933,44.18568822217718,263,42.841273058990474,242,2.262905162064826,5,0.6178795864585445,833
4903,43.02855394656333,234,43.840301856006526,253,2.247549019607843,6,0.6259433000203957,816
4931,45.06854593388765,246,42.834719123909956,231,2.2397094430992737,6,0.6248225512066518,826
4919,43.44582232161008,221,43.740597682455785,258,2.244200244200244,5,0.6263468184590364,819
4951,44.50131286608766,294,43.84689961623914,227,2.243142144638404,6,0.6366390628155928,802
4943,44.078697147481286,261,44.752781711511226,272,2.2342786683107274,6,0.6334209993930812,811
4967,43.94141332796457,241,43.74733239379908,272,2.2521315468940317,6,0.6277431044896316,821
4957,43.33548517248336,225,44.052249344361506,218,2.2585193889541717,6,0.6122654831551342,851
4969,44.164419400281744,234,43.43248138458442,209,2.2334123222748814,6,0.6206480177098007,844
4973,45.18620550975267,242,44.500904886386486,229,2.260869565217391,6,0.6235672632213956,828
4987,43.79486665329858,249,43.664728293563265,247,2.2670658682634732,6,0.6204130739923802,835
4993,44.27017824954937,237,44.223112357300224,236,2.2419928825622777,5,0.6214700580813138,843
5003,45.114131521087344,242,43.19948031181291,245,2.217889908256881,5,0.6134319408354987,872
4999,44.249449889977996,249,44.55531106221244,211,2.2109756097560975,5,0.6373274654930986,820
5011,44.38754739572939,230,44.17581321093594,259,2.2551390568319225,6,0.6278187986429854,827
5009,44.77520463166301,257,44.22319824316231,225,2.261761158021713,6,0.6256737871830704,829
5023,44.00856062114274,238,44.497113278916984,238,2.2331786542923435,6,0.6167628907027672,862
5021,44.25014937263494,247,44.87353116908982,242,2.246153846153846,5,0.6219876518621789,845
5051,44.46188873490398,269,44.20629578301327,227,2.238038277511962,6,0.62957830132647,836
5039,44.67493550307601,224,44.50228219884898,232,2.2374541003671973,6,0.6372296090494146,817
5059,44.06206760229294,228,45.18126111879818,223,2.245398773006135,5,0.6382684324965409,815
5087,45.505799095734226,233,44.113033221938274,220,2.2551390568319225,6,0.6333792018871633,827
5081,45.48888014170439,244,44.356229088762056,230,2.2387173396674585,5,0.6290100373942137,842
5099,44.70798195724652,251,45.32261227691704,249,2.2588235294117647,6,0.6234555795253971,850
5077,44.33385857790034,226,44.722867835335826,218,2.265133171912833,5,0.6314752806775655,826
5107,44.86684942236146,283,44.694732719796356,245,2.23915592028136,5,0.626003524574114,853
5119,44.34928697011135,226,44.35749169759719,223,2.23321554770318,6,0.6296151592107834,849
5113,45.19440641502054,244,43.61588108742421,304,2.233100233100233,6,0.6252689223547819,858
5101,44.573024897079,246,44.598902176043914,278,2.2268518518518516,5,0.6228190550872378,864
5153,44.605084416844555,252,45.718804579856396,244,2.232611174458381,5,0.6200271686396274,877
5147,44.99553137750146,230,45.17952205168059,291,2.2382671480144403,6,0.6386244414221877,831
5167,45.19876137023418,268,44.74588736210567,250,2.2124293785310734,6,0.6210567060189666,885
5171,45.25256236704699,277,44.357184297041194,246,2.2403189066059226,5,0.6196093598917037,878
5179,44.16257964858081,239,45.371693377099824,231,2.2552447552447554,5,0.6263757482139409,858
5189,45.07978415879746,255,45.32395451917518,226,2.216530849825378,6,0.6330699556754673,859
5209,45.27183720483778,263,44.68208869264734,243,2.2391799544419135,6,0.6225763102322903,878
5197,44.53800269386184,258,45.22108908985953,253,2.2468427095292767,6,0.6234365980373292,871
5233,45.6137970571374,272,45.552455570418495,249,2.2303306727480043,5,0.6262182304605389,877
5237,45.39144548405576,236,45.16402520527019,274,2.2194285714285713,6,0.6291770097383999,875
5231,45.12292104760084,275,45.558401835213154,257,2.2442396313364057,5,0.6276046645000956,868
5227,46.1693131815573,267,44.68490529940693,265,2.2324022346368717,6,0.617753969772336,895
5261,45.617373122980425,284,45.40657669644554,244,2.2237762237762237,6,0.6373313058353925,858
5273,45.89360895126114,267,44.67267210316708,246,2.230683090705487,6,0.622226436563626,893
5281,45.07195606892634,241,45.5427002461655,275,2.254484304932735,6,0.6192009089187653,892
5279,46.40367493843531,258,45.82515627959841,238,2.234498308906426,5,0.6245501041863989,887
5323,46.06124365959046,247,45.74807439413864,229,2.2304199772985243,6,0.6308472665789968,881
5297,46.18821974702662,231,44.82178591655654,256,2.2522522522522523,5,0.6224277893147064,888
5309,45.636089659069505,235,45.070069692974194,265,2.2298206278026904,6,0.6253531738557168,892
5303,45.915708089760514,236,45.54818027531586,294,2.21340782122905,5,0.6264378653592306,895
5351,46.16501588488133,237,46.79686039992525,286,2.2084726867335562,5,0.6297888245187815,897
5333,45.61353834614663,243,45.21357584849053,236,2.2562162162162163,5,0.60866304144009,925
5381,45.876045344731466,280,45.90875301988478,230,2.2633371169125995,6,0.6294369076379855,881
5347,45.90256218440247,263,46.120254348232656,250,2.250280583613917,5,0.625023377594913,891
5387,45.898087989604605,236,46.40077965472434,276,2.2367567567567566,5,0.6159272322257286,925
5393,46.60207676617838,248,46.212497682180604,209,2.257142857142857,5,0.6337845355089932,875
5407,46.255779545034216,240,46.57185130386536,243,2.203605514316013,5,0.6156833734048456,943
5399,46.34450824226709,254,45.982589368401555,269,2.2547486033519553,5,0.6262270790887201,895
5413,45.016257158692035,272,47.86236837243673,279,2.248587570621469,6,0.6323665250323296,885
5417,45.941295920251065,278,46.65977478309027,303,2.2356194690265485,5,0.6269152667528152,904
5441,46.663297188016905,251,46.29700422716412,241,2.225663716814159,6,0.6302150340011028,904
5437,46.493286739010486,282,45.9128195696156,279,2.256989247311828,5,0.6139415118631598,930
5431,46.8937580556067,265,46.59804824157614,283,2.2175360710321863,5,0.6321119499171424,901
5419,46.41945008304115,245,46.503967521682966,266,2.1915367483296215,5,0.6368333640893153,898
5443,46.44607753077347,236,45.42844019841999,252,2.228108108108108,5,0.6213485210361933,925
5449,45.68159295283538,234,46.399339328317126,277,2.247513812154696,6,0.6267204991741604,905
5471,46.37086455858161,284,46.12429171997807,235,2.2181818181818183,6,0.6209102540668981,935
5477,46.474347270403506,275,45.69947051305459,259,2.2646085997794927,5,0.6249771772868359,907
5483,45.99726427138428,269,46.422214116359655,269,2.2088142707240292,6,0.6160860842604413,953
5479,45.65559408651214,248,47.371965687169194,274,2.2368137782561894,5,0.6207337105311188,929
5501,46.30067260498091,238,47.07035084530085,257,2.228448275862069,5,0.6240683512088712,928
5503,46.87425040886789,322,45.68889696529166,242,2.252922422954304,5,0.6147555878611667,941
5507,46.21173052478664,234,46.60795351370982,265,2.2683741648106905,6,0.6301071363718903,898
5519,47.02808479797065,280,46.255118680920454,275,2.2457142857142856,7,0.6439572386301866,875
5527,46.699113443097524,269,46.746878957843315,242,2.2342917997870075,7,0.6204089017550208,939
5521,45.92211555877559,277,46.66799492845499,242,2.2729257641921397,6,0.6228944031878283,916
5563,47.33111630415244,256,46.29210857451016,251,2.250272034820457,5,0.6282581341003056,919
5531,46.37895498101609,278,46.22129813776894,259,2.2630434782608697,5,0.6235762068342072,920
5557,47.242037070361704,320,46.24095735108872,302,2.226980728051392,5,0.6256973186971387,934
5569,47.388938768181,261,46.44963189082421,238,2.23471615720524,6,0.6324295205602443,916
5581,46.89374664038703,271,46.31266798064863,233,2.257543103448276,5,0.624619243863107,928
5573,47.65745558944913,274,46.95549973084515,249,2.236323851203501,5,0.633231652610802,914
5591,46.71042747272402,242,46.6716150956895,272,2.2478070175438596,5,0.6333392952960114,912
5623,47.46025253423439,312,46.821447625822515,255,2.2521008403361344,6,0.6187088742664059,952
5639,47.04646213867707,285,47.65064727788615,275,2.2535211267605635,5,0.6311402730980671,923
5657,47.007247657769135,241,47.666961286901184,254,2.232683982683983,5,0.6353190737139827,924
5641,47.50132955149796,246,46.41747917035987,304,2.238145416227608,6,0.6234710157773444,949
5651,47.20244204565564,238,46.54202795965316,262,2.269018743109151,6,0.6358166696159971,907
5653,46.63736069343711,278,47.20007075888908,255,2.228630278063852,7,0.6171944100477622,971
5647,46.27147157782893,303,47.11705330263857,266,2.234326824254882,6,0.6150168230919072,973
5659,46.989927549036935,250,46.439653649054605,274,2.231568016614746,6,0.6202509277257466,963
5689,46.616628581473016,246,46.93619265248726,237,2.2422625400213447,5,0.6306908068201793,937
5683,47.03448882632412,222,46.55727608657399,248,2.219382321618743,5,0.633292275206757,939
5669,46.696066325630625,286,46.45193155759393,268,2.2730227518959913,5,0.6299170929617216,923
5693,48.39399262251888,294,48.093096785526086,263,2.2242105263157894,5,0.6288424380818549,950
5737,46.91267212829005,269,47.92591947010633,255,2.2478540772532187,5,0.6348265644064842,932
5701,47.72075074548325,301,47.92054025609542,272,2.2248394004282654,5,0.6355025434134363,934
5711,47.24163894239187,251,47.25337068814569,256,2.235294117647059,6,0.6273857468044125,952
5717,47.854993877907994,300,46.41647717334266,258,2.268186753528773,6,0.6345985656813014,921
5743,48.64878983109873,267,47.34946891868361,273,2.2370689655172415,5,0.6385164548145569,928
5749,47.347364759088535,261,47.22821360236563,283,2.2544731610337974,6,0.6054966081057576,1006
5779,47.84582107631078,279,47.82505623810348,333,2.2359192348565355,6,0.635923170098633,941
5741,47.808918306915174,259,47.574986936073856,254,2.2389006342494713,5,0.631074725657551,946
5791,48.48661716456571,314,47.345018131583494,284,2.2375397667020147,6,0.6356415126921084,943
5801,46.99603516635063,266,47.34511291156697,304,2.257199602780536,6,0.6081710049991381,1007
5783,47.92858378004496,317,47.09821891751686,253,2.2419700214132763,6,0.6379042019712952,934
5807,47.268124677113825,237,46.36989839848459,273,2.25025025025025,5,0.6128810056827966,999
5813,47.19748838809565,292,47.930500602098746,245,2.247433264887064,6,0.6234302425597799,974
5821,47.64439099811029,248,49.074901219721696,275,2.2233502538071064,6,0.6237759835079884,985
5839,48.436033567391675,222,47.62887480733002,253,2.2288659793814434,5,0.6297311183421819,970
5827,47.88518963446027,286,47.04170241977003,241,2.234359483614697,5,0.6138664836107774,1007
5843,47.65959267499572,284,48.16772206058531,292,2.2342158859470467,5,0.6245079582406298,982
5849,48.61360916395965,267,48.32432894511882,239,2.249743062692703,5,0.6257479911095913,973
5851,48.27926850111092,258,48.36386942403008,278,2.224742268041237,5,0.6311741582635447,970
5857,47.53798873143247,245,48.417449206078196,245,2.2364380757420674,6,0.6269421205395254,977
5869,48.0792298517635,250,47.33225421707276,240,2.2448347107438016,6,0.6297495314363606,968
5867,48.20743139594341,320,47.90744844042952,284,2.2361546499477534,5,0.6352479972728822,957
5897,47.53094793963032,267,48.520264541292185,301,2.237762237762238,6,0.6201458368662032,1001
5879,48.33390032318422,248,48.66439870726314,259,2.2251521298174444,6,0.6268072801496853,986
5861,47.754990615935846,255,48.057328101006654,247,2.240532241555783,5,0.6265142467155775,977
5881,48.83506206427478,272,48.621833021594966,290,2.2248459958932236,5,0.6315252508076857,974
5939,48.74558006398384,272,46.95773699275972,288,2.2426614481409004,6,0.6140764438457653,1022
5903,47.92901914280874,262,48.3528714213112,262,2.217299578059072,5,0.6439098763340674,948
5923,48.5233834205639,267,48.91693398615566,269,2.2502606882168927,5,0.6356576059429343,959
5927,47.93031887970305,256,48.971655137506325,267,2.2567432567432566,6,0.618862831111861,1001
5981,48.61795686340077,263,48.8939976592543,265,2.2409513960703205,6,0.6376860056846682,967
5953,49.572316479086176,291,47.85704686712582,269,2.2357217030114227,4,0.6383336133042163,963
6007,48.99433993674047,279,48.80839021142001,262,2.2398753894080996,6,0.6409189279174297,963
5987,48.31367963921831,260,48.227826958409885,277,2.2509881422924902,6,0.6195089360280608,1012
6011,48.22458825486608,258,48.93129263017801,244,2.224752475247525,6,0.6261853269006821,1010
6029,48.372532758334714,276,48.79930336705922,262,2.2428711897738447,5,0.6216619671587328,1017
6037,49.55491137982442,261,49.40268345204572,248,2.2397119341563787,6,0.6393904257081332,972
6043,49.20900215124938,279,47.70412046996525,305,2.231071779744346,6,0.6245242429256992,1017
6047,48.7163882917149,305,48.13477757565735,259,2.2644710578842315,7,0.6247726145195965,1002
6053,48.61077151825541,273,48.71832149347431,259,2.2472137791286726,5,0.6335701305137948,987
6067,48.67150156584803,287,49.2689962089995,259,2.2708333333333335,5,0.6227130377451788,1008
6073,48.967232010538446,312,48.437180964926725,260,2.2423312883435584,5,0.6388934628684341,978
6091,49.01904449187325,316,48.55836480052537,265,2.2362052274927398,5,0.6207519290756854,1033
6089,49.52898669732304,294,48.922318935785846,264,2.217125382262997,5,0.6427984890786664,981
6101,48.417472545484344,281,49.32453696115391,266,2.244937319189971,5,0.6184232093099492,1037
6079,49.181115315018914,281,48.9309096890936,287,2.2412731006160165,6,0.6408948840269781,974
6121,49.06338833523934,270,48.684365299787615,292,2.2679425837320575,5,0.6128083646462996,1045
6113,48.30361524619663,271,49.644364469164074,280,2.2254335260115607,5,0.6221168002617373,1038
6133,48.95597586825371,296,49.509212457198764,264,2.24507874015748,6,0.6280776129137453,1016
6131,49.05333550807372,316,49.13831348882727,291,2.2294757665677545,5,0.6323601370086446,1011
6151,49.64851243700211,250,49.286294911396524,263,2.2521572387344198,5,0.6181108762802796,1043
6143,48.928699332573665,261,49.226436594497805,249,2.2485148514851487,5,0.6303109230017907,1010
6163,49.70111958461788,290,48.96414084049976,292,2.239961759082218,6,0.619828005841311,1046
6199,49.385384739474105,259,48.636876915631554,279,2.254368932038835,6,0.6254234553960316,1030
6173,49.04438684594201,253,48.13040660942816,234,2.2362745098039216,6,0.6304876073222097,1020
6197,49.51444247216395,267,49.490237211553975,260,2.2578796561604584,6,0.6185250927868323,1047
6217,49.86054367058067,277,49.4331671224063,275,2.231357552581262,5,0.6245777706289207,1046
6203,48.82685797194906,275,49.48121876511365,243,2.235965746907707,5,0.6211510559406739,1051
6211,49.939140235066816,259,49.60215746256642,260,2.2340019102196753,5,0.6234100788922878,1047
6221,49.58238225365697,258,49.727375020093234,294,2.261418853255588,6,0.6259443819321653,1029
6247,49.35537057787738,289,50.43060669121178,294,2.214018691588785,5,0.6207779734272451,1070
6229,49.55771391876706,255,50.38272595922299,298,2.236166007905138,5,0.6366993096805266,1012
6257,49.2124021096372,253,50.65095093495285,275,2.2300724637681157,6,0.6065206968195621,1104
6263,50.14114641545585,279,49.926552770237905,246,2.2343900096061478,6,0.6286124860290595,1041
6269,49.09905886106237,265,49.32780347742862,277,2.210237659963437,5,0.614292550646036,1094
6271,49.5879445064583,289,49.67022803380641,270,2.215500945179584,5,0.6262159145271886,1058
6277,49.41150231002071,267,48.30014338059583,274,2.251649387370405,6,0.6194041739684563,1061
6287,49.496103069826624,264,49.66868140607603,288,2.2,6,0.6325751550819151,1050
6301,50.02571020472941,339,49.682590065069036,315,2.24157844080847,5,0.6303761307728932,1039
6299,49.96872519447531,289,49.390855691379585,289,2.2432692307692306,5,0.6296237498015558,1040
6311,49.53287909998416,308,49.60038028838536,265,2.2386363636363638,6,0.6254159404214863,1056
6323,50.17697295587538,265,49.97374663925352,275,2.25199203187251,5,0.642416574410881,1004
6329,50.474008532153576,262,50.425975667562014,284,2.229951690821256,5,0.6353294359298467,1035
6317,49.33196137406997,294,48.78027544720595,250,2.2652296157450795,6,0.6173816685135349,1067
6337,50.456209562884645,272,49.355373204986584,274,2.220131702728128,5,0.6275840302982484,1063
6353,50.01337950574532,277,50.019833149693056,268,2.2457627118644066,5,0.6245868093813947,1062
6343,50.24467917389248,300,50.44474223553524,272,2.217557251908397,5,0.633611855588838,1048
6359,50.520522094668976,260,49.900298789117784,271,2.2311276794035413,6,0.6235257115898726,1073
6361,49.7025624901745,257,49.68809935544726,262,2.239151398264224,6,0.6349630561232511,1037
6367,49.46489712580493,276,49.261347573425475,294,2.264949402023919,5,0.6133186744149521,1087
6373,50.066530676290604,264,49.637062607876985,277,2.2457627118644066,6,0.6257649458653696,1062
6379,49.82442389089199,265,51.09170716413231,280,2.2413461538461537,6,0.6345822229189528,1040
6389,50.24338707152919,270,50.715761465018,261,2.2372718539865515,6,0.6354672092659258,1041
6397,49.90855088322651,276,50.60184461466312,294,2.2149532710280373,5,0.6295138346099735,1070
6427,49.20522794460868,297,49.904932316788546,291,2.2541284403669724,6,0.6177065504901198,1090
6449,50.6742130562878,259,50.74554194448752,261,2.2434210526315788,6,0.6298650953636222,1064
6451,49.87707332196559,314,49.59494651991939,333,2.245945945945946,5,0.6135482870872733,1110
6421,50.203862326740385,331,50.462233296994235,257,2.2175925925925926,7,0.6270051393863885,1080
6473,50.58041093774139,273,50.74818476749575,338,2.2129798903107862,5,0.6259848601884752,1094
6469,50.447518936466224,283,50.73597155665482,290,2.2207421503330163,5,0.6392023496676457,1051
6481,50.214164480790004,250,50.11942601450394,285,2.261111111111111,6,0.6232062953247955,1080
6521,50.42677503450391,275,50.358380616469866,292,2.237364620938628,6,0.6198435822726576,1108
6529,51.36544646959718,287,50.87946086690152,283,2.2461677186654643,5,0.6184714351355491,1109
6491,50.27376367277769,276,49.64319827453397,263,2.2555066079295156,6,0.6056077645971345,1135
6553,50.81199450633298,274,50.923699069128645,264,2.221495327102804,6,0.6372653746375706,1070
6551,50.99206228056785,280,50.56983666615784,293,2.25444340505145,6,0.6321172340100748,1069
6563,50.31372847783026,349,50.302757885113515,264,2.2399635036496353,6,0.6259332622276398,1096
6547,49.712234611272336,327,50.42431648083092,283,2.251566696508505,5,0.6158545898884985,1117
6581,49.94879197690321,293,50.786658562528494,277,2.2325375773651635,5,0.6163197082510257,1131
6577,50.629770412041964,283,50.827733008970654,309,2.232789855072464,6,0.6252090618823172,1104
6571,51.40130878100746,300,50.76670217622888,285,2.2417279411764706,5,0.6288236189316695,1088
6569,50.93819455015984,273,50.38514233521084,343,2.222429906542056,5,0.6379966509362156,1070
6599,50.84618881648735,299,51.315805425064404,279,2.2190909090909092,6,0.6300954690104561,1100
6607,51.68760405630392,304,50.36582412592705,292,2.2591206735266605,6,0.6344785833207205,1069
6619,52.13325275721408,266,51.82701314397945,267,2.2116104868913857,6,0.6431485118597976,1068
6653,51.35923643469112,277,50.81947993386442,263,2.214482126489459,5,0.6368555538854652,1091
6637,50.42760283260509,293,51.21907488323038,292,2.2611872146118723,7,0.6269398824770227,1095
6659,51.6236672172999,306,51.0663763327827,231,2.244302643573382,5,0.6302748160384443,1097
6689,51.217072806099566,290,51.3504260726566,311,2.234375,6,0.6151891164598595,1152
6679,50.821679892199434,295,50.766282377601435,270,2.2383985441310283,7,0.6316813894295553,1099
6673,51.256256556271545,253,51.19391578000899,338,2.2295825771324864,5,0.6317997901993107,1102
6701,51.0844650052231,266,50.92732427995821,271,2.2601769911504426,6,0.618862856290106,1130
6661,51.10614021918631,296,51.62062753340339,279,2.2431476569407605,8,0.619126257318721,1131
6691,51.3486773277537,323,51.32850097145419,266,2.2355595667870034,7,0.629801225526827,1108
6733,51.62869448982623,274,50.320956482994205,269,2.243171806167401,7,0.6218624684390316,1135
6719,51.54397975889269,320,51.32817383539217,312,2.2334525939177103,6,0.628367316564965,1118
6709,51.49679534953048,267,50.03502757489939,283,2.2190721649484537,6,0.6149947831271426,1164
6703,51.095479635983885,268,51.32731612710727,281,2.2414104882459314,7,0.6301655974936595,1106
6761,51.77754770004437,277,50.801064931223195,289,2.2355595667870034,6,0.6336340777991422,1108
6737,52.189550244916134,298,51.08134184355054,310,2.2059336823734728,6,0.6247587947157488,1146
6779,51.47706151349757,292,51.74302994541968,281,2.230096237970254,6,0.6239858386192654,1143
6781,52.266037457602124,313,51.844713169149095,245,2.263765541740675,5,0.6240967408936735,1126
6763,52.19089161614668,302,50.5147124057371,308,2.2458587619877943,8,0.6191039479520922,1147
6791,52.17861876012369,271,51.46679428655573,288,2.240358744394619,6,0.6321602120453541,1115
6827,52.33499340852497,316,51.86026072945657,326,2.2534184138559707,5,0.6379083052585323,1097
6793,51.37435595465921,296,51.196231414691596,276,2.2283185840707964,8,0.6293243044310319,1130
6803,52.070263119212115,264,51.470674702337206,250,2.225022502250225,6,0.6366308981331765,1111
6823,52.430455811226736,313,52.17675509306756,293,2.2564559216384685,7,0.6286091162245346,1123
6833,52.40172691350798,290,51.24469486316406,295,2.2394995531724753,6,0.6332504024586565,1119
6829,52.317908917850346,321,51.225801727925024,313,2.2542222222222223,6,0.6286425538146141,1125
6841,51.55167373191054,263,52.53193977488671,364,2.219427580225499,5,0.625931881303903,1153
6857,52.884351757328275,268,51.87005979291235,282,2.237632508833922,7,0.6305964707598075,1132
6883,51.91675141653349,276,52.18625599302629,288,2.2366273798730734,5,0.6415807060874619,1103
6871,51.46732644447679,284,51.935089506622035,320,2.2473776223776225,5,0.6258186581283656,1144
6869,51.80215460765759,275,52.28621342262338,348,2.217948717948718,6,0.6222157519289562,1170
6863,52.12137549176745,255,52.11481859245228,262,2.237885462555066,5,0.6298994608771674,1135
6917,51.91629319068961,273,51.67052190255891,281,2.2459016393442623,6,0.623680786468122,1159
6899,52.036816929989854,305,52.11233512103203,293,2.2315140845070425,6,0.6325554428177996,1136
6907,52.58708556536847,289,53.05009410742725,338,2.2215357458075906,5,0.6355870855653685,1133
6911,53.0529590507886,323,51.34568079872667,377,2.2417677642980935,6,0.6256692229778614,1154
6947,52.3199942421189,266,52.39930905426803,297,2.226831421006178,5,0.6368216496329351,1133
6949,51.594474025039574,285,52.03698373866744,292,2.247892074198988,5,0.6163476759245935,1186
6961,51.27079442608821,279,51.874012354546764,267,2.231404958677686,6,0.612124694727769,1210
6959,51.9978445178905,284,51.94999281505964,288,2.2456597222222223,6,0.6282511855151602,1152
6977,52.42697434427404,305,51.62849362190053,305,2.2611353711790394,5,0.6289236061344418,1145
6971,51.35088222636637,313,53.47496772342562,298,2.2287145242070117,5,0.6169846506957395,1198
6967,52.40060284196928,282,52.388115401176975,279,2.2455845248107655,5,0.6167647480981772,1189
6983,52.15852785335816,320,52.70442503222111,298,2.2244897959183674,6,0.6409852498925963,1127
6997,53.2551093325711,286,52.458625125053594,304,2.255184851217313,6,0.6425610976132629,1109
6991,52.53325704477185,318,52.206980403375766,324,2.254816112084063,6,0.6316692890859676,1142
7019,52.72360735147457,249,52.04772759652372,306,2.2393887945670627,6,0.6241629861803676,1178
7013,51.70340795665193,286,52.56566376728932,314,2.245155855096883,5,0.6199914444602881,1187
7001,52.08670189972861,293,52.637908870161404,370,2.2242677824267783,6,0.6203399514355092,1195
7027,53.077415682368006,341,52.567667567952185,295,2.248912097476066,5,0.6322755087519567,1149
7057,52.26512682442964,308,52.17287799348165,286,2.24748322147651,7,0.6203769307070993,1192
7069,52.821049653416324,291,52.56896307822889,297,2.2370617696160267,6,0.6208798981468383,1198
7043,52.33778219508732,278,52.9451938094562,328,2.234348561759729,6,0.6250177481186994,1182
7039,51.84244921153573,269,52.416110242932234,334,2.2293046357615895,6,0.6174172467680068,1208
7109,52.520748347165565,290,53.43634829089886,290,2.259729272419628,6,0.6242790828527219,1182
7079,52.97881056646419,303,52.65983896030513,284,2.257167680278019,6,0.6329990111597683,1151
7103,53.058285231592286,285,52.6911164296776,287,2.2363931762794476,6,0.6124172884696607,1231
7129,52.799831673446484,264,53.22864356852293,338,2.231418918918919,5,0.6294010380137467,1184
7151,53.46161376031324,304,52.661585792196895,281,2.250622406639004,5,0.6207523423297441,1205
7127,52.83064402974603,326,53.61624807071699,281,2.247927031509121,6,0.6196155465132595,1206
7121,53.512568459486026,306,53.381687965173434,306,2.2377326565143822,5,0.6285634040162899,1182
7177,51.99163996098648,316,54.00445868747388,285,2.2423728813559323,6,0.631322279503971,1180
7187,52.223598163350495,264,53.46764992347294,323,2.224774405250205,6,0.6226520105746487,1219
7159,52.848442519905014,276,52.277971783768685,271,2.2588623248145097,6,0.6172649811426176,1213
7193,52.185319060197415,285,53.671069094953424,323,2.245860927152318,7,0.6228277492006117,1208
7211,53.635279434197756,303,53.40812647344335,368,2.2224066390041495,6,0.6286229371793094,1205
7207,53.44664909116137,278,53.398362702927706,293,2.2277960526315788,5,0.6241154433189954,1216
7219,53.15860922565452,300,53.40047097936002,276,2.2491803278688525,6,0.6198919517938772,1220
7213,53.21904893941495,324,53.133231665049216,307,2.27234753550543,5,0.6229030916400943,1197
7237,53.60729584081802,293,53.227995025563075,308,2.257191201353638,5,0.6313389526046704,1182
7229,52.67090883939687,299,53.588463134596765,283,2.2431307243963365,5,0.6273343477659428,1201
7283,53.1713579568859,306,53.526568721680626,266,2.2483660130718954,5,0.6221337360977619,1224
7243,53.358691150075934,345,52.96755488057435,308,2.2391653290529696,6,0.6148004970316168,1246
7253,52.53233144905556,299,53.85661105749345,331,2.2293046357615895,6,0.6287053632979457,1208
7247,53.26811094245895,279,53.69973782254726,335,2.237163814180929,5,0.6212225748585621,1227
7307,53.43793622553716,286,53.715478308471326,308,2.2555831265508686,5,0.6267962228000548,1209
7297,53.95916129916404,342,52.69069480608469,297,2.2666666666666666,5,0.6225846238180074,1215
7351,53.054550401305946,275,54.02924772139845,328,2.2356792144026185,5,0.6283498843694736,1222
7321,53.358011200655646,287,54.02663570550471,292,2.248371335504886,5,0.622865728725584,1228
7333,53.953497886267556,281,53.82981044592936,314,2.2491666666666665,6,0.6319378153552434,1200
7309,53.6736899712683,311,53.74675058147489,285,2.25,6,0.6355178546996854,1184
7331,53.254808348110764,312,53.8800982130678,308,2.2367986798679866,5,0.6302005183467467,1212
7349,52.8436521975779,272,54.2524152945979,320,2.243373493975904,5,0.6199482922846645,1245
7393,53.071148383606115,349,53.71486541322873,323,2.250201126307321,6,0.6216691464899229,1243
7369,53.17437915592346,313,52.91789930791152,317,2.22972972972973,6,0.6193513
