p,h_avg,h_max,n_avg,n_max,t_avg,t_max,total_singleton
6761,41.676970862298475,272,42.69486762313267,277,1.2149951314508276,6,4224
5651,38.19005485754734,262,38.37692443815254,236,1.2156971889785695,6,2951
6197,40.689849927384216,260,40.61400677747297,267,1.2100669778770043,6,4064
6151,40.779873191351,263,40.65842952365469,250,1.2311331913886918,5,3420
5923,40.628228938038156,269,40.397433732905625,267,1.1948717948717948,5,3587
5449,38.1194714626537,252,37.90530372545421,234,1.1925617812576461,5,3417
5851,40.46419415484532,278,40.04905144419757,258,1.1905642923219242,4,3601
5077,36.84400236360055,218,36.43588733504038,226,1.167381974248927,5,2590
4787,36.339878838520995,213,34.60413620221433,261,1.2256637168141593,6,2757
5351,39.087460287796674,286,38.18108764716875,237,1.1866251944012443,5,3240
6173,39.54122792807387,224,40.57152114045035,253,1.2006538618716796,5,4071
4951,36.49626338113512,227,37.39204201171481,294,1.1795511221945136,4,3043
5477,37.84133649808289,259,38.26182216541903,275,1.2120218579234974,5,2999
6067,40.55529915938685,259,40.01895500247239,287,1.2093364036005863,5,3946
5843,39.70494608933767,292,39.32209481430772,284,1.1928087545596664,4,3203
6121,39.894951805260575,292,40.0053912759353,270,1.209043250327654,5,3782
4903,35.94554354476851,253,35.29410564960229,234,1.1669993346640053,5,2571
6997,43.47220237244533,304,44.12305273688724,286,1.1955223880597015,5,4477
4993,36.5830162227118,221,36.57600640897256,237,1.1874272409778812,5,2884
6131,41.06344805088892,270,40.944381014516395,316,1.2098818474758324,5,3826
5689,39.19142204253823,237,38.84373352082967,246,1.1818646232439336,5,3307
6911,42.54261322529301,377,43.633916944002316,323,1.2140291170353563,5,4342
5297,36.95695676798188,256,37.77647725127431,231,1.236812881732371,5,2892
5647,38.29962812112626,266,37.79440410837613,303,1.1989834815756035,5,3260
5039,37.29410597340742,232,37.08930343322088,213,1.2267267267267268,5,2699
7013,43.221160701554254,314,42.83872807642949,286,1.2137226800429954,5,4584
6571,41.938213361740985,285,42.538730786790445,254,1.2104572713643178,5,4382
6803,42.683668969572246,250,43.30501249448773,264,1.1957186544342508,5,4366
6781,42.91697389765521,245,43.11237280637074,313,1.2226509743391858,5,4222
6143,40.56942861793912,249,40.61435780563243,261,1.2244209579491792,5,3608
5443,37.483373139812606,252,38.497703472349805,236,1.2049595141700404,5,3270
6619,43.31424686508536,267,43.65266656594652,266,1.2020239190432382,6,4517
6829,42.01230048323327,313,43.46024308097818,295,1.2171139050478514,5,4363
7351,44.224867364984355,301,43.844919058631476,275,1.2169728783902012,5,4674
6337,41.12939876913366,274,41.94571563831466,272,1.2024904214559387,5,4326
7253,44.91396663449607,331,43.8188335861023,299,1.1967592592592593,5,4664
6551,41.74095557930087,261,41.91344832849946,280,1.2074904866813538,5,4142
6763,41.2351027650451,308,43.054709448469616,280,1.2046081134304845,6,4205
5309,37.62610661141458,265,38.09323789790921,235,1.1913686806411836,6,3392
5869,38.91514738456296,238,39.636735389333786,250,1.1864050455501052,6,3600
7103,43.72659439673377,267,43.44713501337463,285,1.1931475903614457,5,4426
5791,39.34173717838024,284,40.48506302883785,314,1.1750952986022871,5,3332
5569,38.60675166098043,238,39.478362363081345,261,1.1304780876494025,4,1776
5783,39.26543316617673,239,39.90541241570119,317,1.1901840490797546,5,3831
6373,41.25874784246038,277,41.51451435744547,264,1.197318908748824,6,3530
6521,41.67244287685938,292,41.262536420794355,275,1.2059169278996866,6,4237
5623,38.09781255557532,255,39.11435176951805,312,1.2152479220406993,6,2849
6569,42.11325924798295,343,42.472065763434315,273,1.1980525445526364,5,4522
6823,42.64854169720064,293,43.49582295178074,313,1.2155469422911283,5,3804
5801,38.43492501292881,304,37.71401482503017,266,1.2467254108120982,5,3347
6689,42.29122439826581,311,41.96800717596053,290,1.1967440937065714,5,4172
7057,43.21425534929857,286,43.7754003117472,308,1.2049364248317127,5,4420
7109,43.904065269376844,290,42.89731326487551,290,1.2309001512859303,5,4278
6047,39.547213494294695,259,40.19183065983132,305,1.229512079583136,6,3415
6367,40.156274540599966,294,40.487513742735985,276,1.21996879875195,5,4199
5939,38.585620474827415,288,40.00740865465566,272,1.1994663108739159,5,3733
5683,38.692943867675524,238,39.04539855710012,222,1.215032838725371,5,3360
6361,40.877849394749255,258,41.31315830844207,257,1.2229825389334592,5,3439
7121,44.08762814211487,306,43.9594158123859,291,1.1827301337529503,4,4276
6301,41.09522298047929,315,40.86287890810982,339,1.196658615136876,5,4138
5881,39.95136881482741,290,40.45655500765176,271,1.208920730298128,5,3555
5573,38.94796339493989,249,39.684012201686706,274,1.1989408243149897,5,3617
5701,40.065953341519034,272,39.73794071215576,272,1.190747330960854,5,3532
6779,43.05428529281605,281,42.828588287358016,282,1.199792960662526,6,4017
6883,43.52578817376144,288,43.27502542496005,276,1.1942612725004456,5,4678
6529,41.83780058201869,283,42.14060346147955,267,1.198125,4,2655
5209,36.73085045114225,243,37.528508350931084,263,1.221140848878075,5,3012
7331,44.078843268312646,308,43.749420270085935,312,1.2119059698968375,4,4867
6271,41.01339499282411,270,41.14957741986924,289,1.18409680207433,5,3882
7297,43.15773605591339,297,44.4235987392079,342,1.2076226940480335,5,4755
6553,42.76712955898062,264,42.242789562032655,274,1.2079589216944802,5,3842
5099,37.45891351245342,249,37.00078446754266,251,1.239592183517417,6,2837
6359,41.2500393143576,271,41.58814278974682,260,1.2082257103119411,5,4137
6947,43.62257089391104,276,43.27033251763351,258,1.1934678194044188,5,4346
7283,43.819991761636686,266,43.360703007002606,306,1.2195625968658517,5,4745
5153,38.03318455268776,244,36.72947797399573,252,1.2109275730622617,5,3223
6659,42.07433548580868,231,42.47950142664064,293,1.2128863735306923,5,3776
5003,35.97981211273236,245,37.1361183290026,242,1.2303864168618266,4,2746
6967,43.2190325821731,279,43.39170374623224,282,1.1997093626738633,5,3992
5441,38.43741959198677,241,38.73699687557434,251,1.2139082058414465,5,2937
6229,41.84636378230856,298,41.112377588698024,255,1.1991773111063,5,3832
6959,42.937059922402646,288,42.93030607845955,255,1.2124025250649832,4,4415
5437,37.44785727423211,279,37.99135552694501,282,1.2139077853363567,5,3258
5717,38.26307503935631,258,39.29281091481546,300,1.1877201811776548,5,3345
7229,44.569650020749755,283,43.42039009544889,299,1.201178305319702,4,4783
6733,41.46457745432942,269,43,274,1.196003996003996,4,4160
5197,37.09697902636136,229,36.81912641908794,258,1.2231561822125814,6,3007
7487,45.501135301188725,398,43.999332175771336,309,1.2080096668392888,6,4796
6577,42.136536414778774,271,41.74152349095332,282,1.2076951811729548,5,4417
5333,37.11231951997,236,37.12957059816239,243,1.2318095753313498,5,2971
6691,42.55044089074877,266,42.524136900313856,323,1.2227608494921514,5,3519
5227,36.89783814807729,265,38.27778840635163,267,1.1959343619887337,6,3390
7019,43.34705798546801,306,44.05314147314432,249,1.2054417082831066,5,4797
5743,39.65314295664287,273,40.61274595159325,246,1.1933028919330289,5,3834
6599,42.5323533868768,279,42.52326110016669,286,1.2050497322111706,5,4308
6673,42.68919526449873,338,43.18252659973026,253,1.1963015647226174,4,4090
6719,42.85250781366275,312,42.862330703973804,320,1.2075306479859895,4,3744
5653,38.81868034671856,246,38.178312400495315,278,1.2032258064516128,4,3079
5821,40.2796770314379,275,39.274523277787324,248,1.1858384458077709,5,3276
6607,41.3140608445588,292,42.61540790071137,304,1.203146783509261,5,4170
7187,44.16808125782663,323,42.83164046194518,262,1.20608228980322,6,4608
6977,42.902106922746164,275,43.3791027662319,305,1.2202435035435217,4,4490
6547,41.70062624102643,283,40.9440965327631,321,1.2144915603128859,5,3977
5527,38.86122670526506,242,38.772932874977386,239,1.1875945537065054,6,3331
5107,36.66771098492266,245,36.683179949089485,283,1.202619620422347,5,3112
7247,44.292120877604525,335,43.81937353387609,279,1.218782249742002,5,4736
6389,42.20378776021287,261,41.88073250899984,270,1.2018779342723005,6,3895
7309,44.5415241483103,285,44.49911068545629,311,1.1980642931213275,6,4827
7417,44.79803154914386,316,44.3075367399218,267,1.1971658502449265,5,4758
6101,40.29486969349287,266,39.70381904605802,281,1.238017301847089,5,3417
7321,44.2222373992624,292,43.852479169512364,287,1.208500261278523,5,4749
6581,42.074608722078715,277,40.964898951527125,293,1.2101874644953607,5,4347
6637,42.20536386921802,292,41.49600723218322,293,1.2003129890453834,5,4262
6857,43.02727140148753,282,43.50415633659035,268,1.2104101526577156,7,4493
7039,43.382866884500636,334,42.38698678789601,269,1.215403551960612,5,4654
6473,42.176425150625676,338,41.82651011895566,273,1.2017781213761114,5,4284
6917,42.366054647968774,272,42.751048142258206,273,1.227104802644371,5,4159
6217,41.08959305131092,275,41.38829017210873,277,1.2029712909054406,5,4124
7243,43.50697224906806,308,43.44111555985089,322,1.2277208949563898,5,4255
5507,38.911203922280734,265,38.486290176139455,234,1.18928305631357,4,3384
7193,44.1825385791742,323,42.62977895175865,285,1.2168971396097745,6,4324
6661,42.44828103888305,279,42.27473352349497,296,1.2011359185272228,5,4237
7349,44.65070077561573,320,43.58756293373248,272,1.2225710797139369,5,4661
6563,41.588145665092185,264,41.52476001828432,349,1.2183414634146341,5,4180
6091,40.143162042357574,250,40.600722377277954,316,1.1807381193124369,4,3331
7393,43.95509265521439,323,43.71445962396862,309,1.2075958068396633,6,4808
6679,41.729001347507115,270,41.135499326246446,295,1.199255485893417,6,4249
6133,41.165824229577694,264,40.76813957280287,296,1.2034661264911095,5,3667
7219,43.81340905942651,276,43.6155977282172,300,1.2210214397768868,5,4679
7561,44.36886655204338,338,44.13847374685888,347,1.2052083333333334,6,4761
5641,38.51356142527921,236,39.88158127991491,246,1.1769211761798863,5,3430
7529,44.987647761986985,272,45.729578961349446,286,1.1910361281526927,5,4912
7177,44.67604848822628,285,42.87641075658353,294,1.219967965830219,5,4586
5749,38.495216559401634,283,39.307183858062274,261,1.21291696238467,5,3482
7001,43.67918868733038,370,43.13926581916869,293,1.1997899159663865,5,3938
7433,44.8898156868021,323,45.75622225211893,322,1.1924398625429553,4,4351
5849,39.964951273722,234,40.30483843392033,267,1.2080973358506397,5,3932
6163,40.1805938666234,292,40.723673535615774,290,1.1958851264466352,5,3892
6703,42.05504997762196,281,42.66089810532598,268,1.1937254901960783,6,4266
6833,42.32211327381823,295,43.16932533294307,290,1.2122035125837407,5,4540
7027,43.545894407286184,295,44,341,1.19989281886388,5,4667
6421,42.28967450552874,257,41.785703161501324,284,1.2035735796024896,5,4107
7559,44.00806985050933,305,45.17422939542268,271,1.2103554617756858,5,5048
5581,37.97760258018276,233,38.706325031356386,271,1.2123957091775923,5,3440
7129,43.97503156122878,286,43.39711039416468,264,1.1956639566395664,5,4628
5021,36.921330412268475,242,36.25473013343955,247,1.2314662273476111,5,2939
5639,39.409292427735416,275,38.88029792516404,285,1.2241019698725377,5,3511
6991,43.21699327707052,324,43.40537834358461,318,1.2065491183879093,5,4600
7079,43.71026981212036,284,43.915807317417716,303,1.2168880455407969,5,4312
5483,38.37461243844611,269,38.4771110705818,269,1.203775301341824,5,3634
7547,45.70425334570028,300,45.68451040148403,323,1.204553063274188,5,4940
7589,44.23863486625379,330,44.25141652391619,298,1.2509307520476545,6,4264
7159,42.36583321692974,270,43.32560413465568,276,1.227158273381295,5,4540
7127,43.80356391188438,281,43.68457976708292,326,1.2066546762589927,6,4603
7069,43.23171594284906,297,43.28660347998302,291,1.2100391598433606,6,4626
6793,42.453996761372004,276,42.570587369350804,260,1.1990512680167853,6,4570
7043,43.76444696862133,320,43.18230867528042,278,1.2140307033202429,6,4581
7517,45.78954370094453,289,45.28961021684182,287,1.2127696590118302,5,4719
6037,40.86002981613384,248,41.17624648003976,261,1.2050714429462668,5,4116
6469,42.61586025660844,290,42.20961508733962,283,1.1956775700934579,4,4279
7489,44.11416744558686,292,45.06235812525037,325,1.2032892505934214,5,4892
6961,42.47565005028013,248,42.442608820571756,279,1.214348824880721,5,4632
6653,42.554787313993685,256,42.6321960018037,277,1.1922282710718979,5,4454
6971,43.98723282168986,298,41.91995409553866,313,1.2029977794226498,5,4463
7369,43.32623151038133,317,44.16392997693038,313,1.1991416309012874,5,4827
7237,44.059555064253146,308,44.23780572060246,293,1.2040993573041514,5,4786
6343,42.19564874664985,272,42.19596405486363,296,1.2052620588849448,5,3954
6203,40.69933902950186,243,40.33209737223924,275,1.2114817336056274,5,3608
7607,45.161693177336666,303,44.72932825029578,280,1.2058419243986254,5,4801
7457,45.25707389030441,308,45.2586831165348,278,1.2047603521356374,5,5077
7333,45.13568798581754,301,44.94817946270285,281,1.202177293934681,5,4801
6983,44.32349992839754,298,43.5324359157955,320,1.198018018018018,6,4627
7507,44.88837085386972,292,45.392566937524975,313,1.2071929824561403,6,4705
7573,43.44038029842863,318,43.656014789383335,268,1.228105228105228,6,4868
7151,43.533631659907705,281,44.04964340651657,304,1.2137014314928425,4,4821
7577,44.20654612643526,327,43.96449782235713,323,1.2250702247191012,5,4640
7481,45.34086352091966,287,44.954417858575056,286,1.201393389500972,5,5119
7549,44.883030865015236,316,45.47171810835872,289,1.2048894062863795,5,4969
7523,45.09637112853915,345,44.90389472284993,318,1.2156343744485618,6,4673
6949,43.359763994819396,292,42.56180745430997,285,1.1887946340501085,4,4252
7459,44.848907360235955,342,43.93792733610403,296,1.208326194963166,6,4802
7643,44.7040429150857,305,46.12429674211697,291,1.2147147147147148,5,4891
6299,40.75154786474044,289,41.606762978250515,289,1.2060032894736843,5,4018
7451,44.435243591464236,267,44.02133941752785,277,1.2113304721030043,6,4815
7307,43.971807855481046,308,44.222115779389625,279,1.2211257309941521,5,4481
7793,44.599255742332865,280,44.74682407288592,329,1.2093138061543525,5,5017
6863,42.61911700422556,262,43.02477050852397,252,1.2233065442020665,5,4249
7681,45.6267413097253,357,45.46751725035803,310,1.2051450106504997,5,5051
7583,45.6596333904787,271,44.818937096136096,313,1.204150579150579,5,5143
7477,45.35629263073425,309,44.55048816370202,307,1.2106834771068347,5,4945
7789,45.76774939016562,328,45.7522146617024,285,1.2031049935979514,5,5164
7669,45.137566827487284,311,46.31998956839223,404,1.2035917803488172,5,4792
7717,45.8083452118699,271,44.22353246080083,354,1.2095679523257739,5,4972
7691,45.03133532700559,300,45.93667923547003,270,1.1947103683271134,5,5147
7817,46.73647179224766,311,45.55852628885762,305,1.2024761009246199,6,5290
7541,45.45471422888211,306,44.59819652565972,282,1.2001302719426803,5,5080
7699,45.24392778282894,321,45.87608780361086,283,1.2004533678756477,5,5125
7621,44.79963259414775,320,44.738223330271616,323,1.209362808842653,5,5077
7873,45.991616918582494,315,46.057538422456496,339,1.2047619047619047,4,5384
7591,45.805559214859706,297,45.09774733236728,301,1.2083797992671659,5,5176
7603,45.60936472445088,299,44.88267789030646,270,1.2065892089766035,5,5194
7883,46.03539261702397,289,45.72561207662058,304,1.2119582410629548,4,5180
7673,45.007558973022284,301,44.928841391893656,395,1.213532811968718,5,4804
7649,45.842070858935806,296,45.22316642698392,286,1.2080436941410129,4,4962
7499,44.19615948793172,289,44.32377650353381,296,1.2244207677997632,5,4815
7841,45.59061344216299,294,46.0919525570718,308,1.2136724960254373,5,5167
7639,46.18209189684514,356,44.68700091635031,301,1.2178251892635925,6,4745
7723,44.80991842548232,337,44.719150589149294,282,1.2182106096595409,5,5179
7829,47.192489462255715,301,46.29352407714906,361,1.1963654719838466,4,4936
7753,45.912936927640914,307,45.4153231007352,320,1.2150254808482657,6,4986
7741,45.10928820565818,335,46.13525384317272,309,1.200097370983447,5,5117
7759,45.50998840056708,320,44.818146668385104,326,1.2065310309454607,6,4823
7937,46.952374952752926,343,46.81453949855109,312,1.2046189376443417,4,5374
7919,45.517994696300036,326,45.86917540093446,287,1.2114906832298136,5,5284
7951,46.37768834108917,289,45.34020877876996,305,1.2155926809864757,5,5134
7727,44.98537595444545,320,46.55700789439627,315,1.20918450727243,6,5033
7907,45.501960288352095,343,45.96382951814848,316,1.2046562844108857,5,5273
7963,46.34095190254929,313,45.344342584453095,296,1.217801541122818,5,5214
7877,45.50653802208963,296,46.19423638441031,282,1.1956628881222278,4,5069
7867,46.064700648277615,346,45.69111478327189,350,1.2119358571664738,5,4966
8017,46.822626917799674,359,46.65909941374579,293,1.2000665225345086,5,4977
8501,48.00729325961652,297,48.14363016115751,316,1.20277115613826,6,5570
7537,45.02507629030118,320,44.80867719251692,308,1.207631318136769,5,5004
7901,45.93937476268827,319,46.29920263257816,344,1.2040520984081042,5,5132
7687,45.65148952777417,305,46.14908286717835,322,1.1956486176999837,5,5083
7853,46.019610339997456,347,46.92155864001019,305,1.208582995951417,5,5071
7703,45.38063092301701,279,45.39049720887966,339,1.1954997554214903,5,5101
8081,46.8288578146269,323,47.06818463061502,283,1.2073614056346562,5,5462
8053,46.008816590090646,298,46.09586489507016,300,1.2141111292162294,6,5035
7879,45.2808732072598,290,45.81139738545501,337,1.2132318683025314,5,5277
8011,46.66870552989639,370,46.20858819123705,337,1.2125850340136055,7,4330
8171,46.3705788765145,304,47.16680944804798,339,1.2094003241491087,5,5084
7757,45.48807528683769,295,45.27923166172489,318,1.2110749185667753,5,5053
8093,46.72395897689361,337,46.45421969603361,303,1.2072421597154865,5,5092
7823,46.25834078997827,324,45.25463377221015,329,1.2176838810641628,6,5229
8369,46.90010753972996,310,47.467797825307684,356,1.206962678861189,5,5598
7933,47.15290558426825,370,46.573553510651706,297,1.2001240117811192,5,5337
7949,46.227575795697575,314,45.971820354761604,331,1.197086135126481,4,5168
8009,45.94780871519541,339,45.31751779248346,308,1.2371749824314828,5,4578
7927,46.10357007695219,305,47.0316639333922,283,1.2079143691209862,5,5085
8069,46.53203618787954,289,46.89515429421242,344,1.2167705940269118,5,4957
8353,47.33724410391476,307,46.54531306117563,332,1.2006818534015187,5,5360
8527,47.686525155388765,367,47.20640318986748,354,1.2138110372724646,6,5674
8089,47.56854988255656,312,46.38558536283842,309,1.2163713910761156,4,4963
8101,47.21540550549315,341,46.91050487594124,300,1.1982772371989152,5,5226
8209,46.86648800097454,308,47.57181142648313,349,1.203503042897432,6,5598
8087,46.1508594039817,274,46.97588722641276,300,1.2006279434850864,5,5286
8191,47.073739470150166,326,47.61897204248565,293,1.20623973727422,4,5010
8681,48.45374956802212,315,47.96405944015667,306,1.2024557395773843,5,5797
8039,45.82448065679811,274,47.64199527304391,314,1.1951295176050876,5,5361
8677,49.1661864699781,335,47.469978103031,328,1.1881033945811275,5,5393
8179,46.56987406773444,284,47.13791417043648,355,1.2048539038799297,6,5170
8161,47.35020218110526,296,46.19813748315158,355,1.2070169868233054,5,5185
8221,46.551757693711224,299,46.86668288529376,362,1.2046718576195774,5,5200
8297,47.00867783536218,331,46.6338435579125,357,1.2050928056450376,5,5414
8243,47.20817663472037,368,47.52881232560961,300,1.2051901025950513,5,5463
8287,47.079280801254974,332,48.18655725835646,360,1.205191214867148,4,5376
8513,47.855045224950075,353,47.5000587337014,317,1.218357780130047,5,5430
8419,47.21665280912222,368,48.08160114027794,334,1.2080863353093174,5,5434
8467,48.540923585685604,310,48.04629738986654,300,1.2020363636363636,5,5687
8273,46.93678230388009,391,47.47141303033966,338,1.2058252427184466,5,5517
8059,47.61484055093684,340,46.77714356619928,354,1.203921568627451,5,5271
8111,46.98397238318333,318,46.81062754284305,330,1.202331645957969,5,5410
8693,48.72092488208904,310,48.61773841021512,339,1.207684470964925,6,5648
8123,45.74910747260864,316,46.56469284747015,336,1.2157079646017699,5,5189
7993,47.378456149130486,300,47.4770424121106,316,1.2040547222680074,5,5017
8747,49.8097633474334,320,48.883159940551046,322,1.2149518422259593,5,5354
8447,48.0208357996922,317,47.482538179235235,333,1.2082852193995381,6,5718
8893,48.870122568312155,347,50.006521983582594,354,1.2082857142857142,5,5765
8719,49.28799174217227,311,49.10517261153802,346,1.2055634807417974,6,5799
8147,46.8748005400761,318,46.3196268565116,285,1.209578963844107,5,5248
8269,47.39085741927682,309,47.57116942798404,316,1.1975270479134468,5,5400
8423,46.95001780838181,316,48.08714234833195,336,1.2126032425818294,7,5377
8291,46.63888553853576,283,46.41852611265227,293,1.2259541984732825,6,5336
8231,45.774268011177256,287,46.80318308832462,323,1.2420298056970382,5,4220
8377,47.594843022561776,310,47.59400740121762,340,1.2034353995519045,5,5545
8521,47.6552047881704,326,49.0217110667762,306,1.2060185185185186,5,5701
8819,49.203311032996936,388,48.73046830706429,326,1.1986291980808774,5,6062
8461,47.500886420044914,287,47.3070559035575,325,1.2010269176909911,6,5355
8233,46.85837483298919,325,46.75185230171262,363,1.214499700419413,4,5463
8317,47.079956715161714,327,47.70205602981844,310,1.208351584172872,5,5665
8609,47.66047159948891,298,47.689743291903824,310,1.2104503464203233,6,5723
8599,49.224328410280265,285,48.411908361437376,318,1.198892674616695,4,5855
8737,48.798672313150966,329,48.456564037999314,363,1.2081763638900516,6,5906
8581,47.36044750029134,348,46.9865982985666,307,1.2150354609929077,6,5763
8387,47.40789316799809,299,47.32216525575295,324,1.2123430962343096,5,5502
8783,48.867585107594216,338,48.22281680519185,347,1.2184172661870503,5,5673
8689,48.74300840142709,323,48.496489814708255,357,1.1844919786096257,5,5365
8627,48.564390865886175,342,48.84722383215486,347,1.2104089219330856,5,5517
8539,47.821758988171915,331,47.88944841316314,332,1.2131316098707403,5,5607
8863,48.81676633194178,363,49.036782127947646,325,1.2048159802982623,5,6052
8641,47.834741349380856,283,48.32021756741118,331,1.2069575471698113,5,5587
8167,46.747398065385084,320,47.227011142402354,302,1.2045794672253816,5,5528
8389,47.5715818333532,334,48.353081416140185,305,1.213075780089153,5,5519
8663,48.18042248643657,366,48.84208703682327,344,1.2073753359211705,6,5512
8623,48.31044879972168,368,49.36135915574626,342,1.2120818915801614,5,5704
8537,47.31919878177346,313,47.6494084573035,312,1.2132023689152103,5,5707
8543,48.41495961605993,362,47.1248975769636,382,1.2029591989239277,5,5547
8311,46.69726868006257,369,47.353026109974735,313,1.2064372918978912,5,5217
8363,47.11204113356451,375,47.13822790864522,309,1.2003440725680325,5,5311
8629,47.37153783752463,338,47.960134430409084,322,1.2042687294083942,5,5794
8429,47.573496262901884,372,47.76355439553921,306,1.212129963898917,5,5683
8933,48.10645919623867,329,50.51315347587597,316,1.2035460002792127,5,5952
8761,48.433512156146556,295,48.2844424152494,328,1.2063692480359147,5,5872
8219,46.48266212434603,337,46.98138459666626,394,1.2059523809523809,5,5557
8779,49.094315981319056,310,49.02414853627976,391,1.2031339850488787,5,5768
8597,47.991973944399206,298,49.25148307549145,331,1.194848661233993,5,5748
8669,48.225862267850964,331,48.48413888568462,294,1.2024231678486998,7,5629
8563,48.56860913231344,396,48.57795165245825,319,1.1976494195212841,6,5787
8263,46.73532615272903,333,47.50502238896285,314,1.206648697214735,4,5521
8647,48.204232681854975,311,48.5353301723141,300,1.2128275662371508,6,5675
8887,49.244176887588615,321,48.474175762349496,362,1.218399078606392,5,5682
8969,48.79841676887055,332,48.766640651131674,314,1.213740458015267,5,5711
8971,50.161297514212464,377,48.80927432839148,381,1.1890554298642535,4,5926
8941,48.94005144838385,329,49.43753495134772,360,1.2079295154185021,7,5625
8731,48.275684343145116,357,48.37086244416447,334,1.204047685056834,7,5963
8237,47.42260531746995,364,46.13281534539274,293,1.2063220180629088,5,5308
9007,49.009104030198735,348,48.90729432663484,362,1.203148736362381,5,6000
8861,49.06297257645864,313,47.44272655456495,340,1.2196730714080872,5,5688
8821,47.770774288629404,348,49.37614782904433,353,1.1914529914529914,5,5383
8839,48.58807557415997,362,49.07285892069238,341,1.200766174801362,5,5863
8837,48.654181283240916,315,47.65338915921693,314,1.2133793103448276,5,5957
8699,47.930451776066214,331,48.754569490746064,379,1.2175616835994194,6,5644
9041,50.08240238911625,332,50.625483906647496,360,1.2006651884700665,5,5987
8117,47.022298878896144,298,47.090550696069975,270,1.2017897091722596,5,5560
9137,49.42869650870089,353,49.49206522928751,310,1.2037888285276501,5,5931
8999,49.57261917990888,326,48.15090565618402,353,1.2095456499928336,5,5756
9011,49.88858062368217,360,48.389080013317056,328,1.2016782818944673,6,5823
8803,48.284107690560035,378,48.979666022946724,343,1.2130816885175046,5,5702
8293,47.13469190883878,330,48.20414807669118,316,1.1921410891089108,5,5408
8867,48.38953422803654,320,47.80489455283636,315,1.231591275069536,5,5526
8741,47.85882622125615,321,48.35533691797277,339,1.213683759462934,5,5731
8849,48.5475194937281,309,48.89479037179342,327,1.2072372999304106,5,5932
8753,48.50359876613732,326,49.53855820861419,316,1.2050477684300585,5,5810
9109,49.31858601383247,332,49.296190580744316,356,1.2206327372764787,6,5942
8707,47.34386126105432,327,48.04180544389572,317,1.2162315550510783,5,5784
8929,49.42737148616867,344,48.61406652480681,335,1.2036654264847733,5,6022
9151,49.67752158234073,338,50.559283138454816,313,1.200719324941209,5,5985
9059,50.18655480737388,350,50.56805386908047,318,1.1985485416951938,5,6075
8329,46.229319246007925,307,47.124384680033614,312,1.2111312764670297,5,5454
9001,50.02288634596156,321,49.3402955227197,346,1.2157819225251076,6,5699
8963,49.733125069731116,308,49.508200379337275,342,1.1961148407370377,6,5851
8807,48.83467696150789,360,48.48768025434314,309,1.2047519217330538,5,5914
8431,47.39746174830981,316,48.138299134147786,313,1.207097864495314,5,5379
8573,47.942727166686105,305,47.440335938411295,302,1.2218220021011557,5,5423
9091,49.77450225497745,350,49.69508304916951,305,1.2092093574178264,4,5539
8923,49.12775972206657,345,49.83716238933094,473,1.2012061403508771,7,6055
9133,48.46819226979087,326,49.244497974378625,386,1.2161162121419762,5,5965
8443,46.99549923013147,297,46.8251806230013,319,1.21978672985782,7,5527
9049,49.4124212620179,314,48.790584594982874,377,1.2052538451068464,5,6062
9067,48.881217602294036,313,48.47060769824639,359,1.2088475939536818,4,5927
8713,48.369677493400665,340,46.55342591529898,285,1.2077022933794894,5,5715
9029,48.43991582678037,330,49.543692546239896,335,1.2146907912503375,6,6081
9203,50.118765619906554,355,49.524394219276324,376,1.2166222097430859,5,5793
9127,49.38534019940835,343,50.041744275227344,293,1.2078795213123572,5,6156
9349,50.41394801583057,357,50.261739223446355,330,1.2084263026643915,6,6301
8831,48.55022081304495,308,49.35126259766731,311,1.1951670220326938,5,5868
9391,50.54637418805239,308,50.43275476520073,330,1.1945048966267682,5,6132
9161,50.55779936688135,335,49.81781464905578,372,1.2076984763432237,6,6173
10163,51.87926793269704,329,52.585850634655124,320,1.2234013970983342,5,6035
9103,48.744699549599034,376,50.34087663407668,333,1.209819612098196,6,6090
9209,48.51286784667173,331,49.22228254967966,433,1.2315924657534247,5,5657
9173,50.0980050147171,384,48.6002398342963,358,1.204822695035461,5,5834
9241,49.78941672979115,342,48.98896223352451,392,1.208201476793249,6,6259
9293,50.14925212525557,351,49.195415904444204,350,1.2057090480555193,5,6317
9157,50.48640384405373,324,49.43726111171781,370,1.2052289352479002,6,6105
9277,50.05486687506737,333,48.65031799072976,314,1.2151262726431311,6,6203
9257,49.786755968456305,371,50.299989197364155,388,1.2113585452628806,7,6265
9043,49.48003980979763,318,49.095211766006855,314,1.2006301016754977,5,5778
9403,49.48782303520153,343,50.469850047857065,313,1.2142571085302363,5,6128
10267,52.525762150579524,361,52.753482029804225,324,1.214848412508952,6,6909
9227,50.02102525197789,397,49.025251977890974,311,1.209653697018318,6,6194
9377,50.00085315132772,346,50.17372293910633,347,1.2084373767906427,5,6280
9199,50.544733123165564,372,49.20100010870747,324,1.2098214285714286,5,5898
10259,53.46252071351984,332,53.27819475582415,327,1.1949308191502388,4,6815
9187,48.769239142266244,348,49.36388374877544,336,1.2248621128553245,5,5733
9629,50.69176446152248,324,50.19088171149652,341,1.2205121572684945,5,6296
10357,52.40117794728203,330,53.47619967171961,375,1.2103933597979069,5,6824
9239,48.98766100227297,328,50.072410434029656,380,1.212843014347402,6,5889
9689,51.56672515223449,363,51.80101145629064,432,1.2093203883495145,5,6360
